id,text,,
138,Splenectomy,,
139,Organ Transplant (Kidney),,
140,Organ Transplant (Liver),,
141,Organ Transplant (Heart),,
142,Organ Transplant (Lung),,
143,Bone Marrow Transplant,,
144,Skin Graft,,
145,Amputation,,
146,Family history of heart disease,,
147,Family history of early heart attack (<55 years),,
148,Family history of high blood pressure,,
149,Family history of high cholesterol,,
150,Family history of stroke,,
151,Family history of diabetes (Type 1 or 2),,
152,Family history of thyroid disease,,
153,Family history of breast cancer,,
154,Family history of ovarian cancer,,
155,Family history of colon cancer,,
156,Family history of prostate cancer,,
157,Family history of lung cancer,,
158,Family history of melanoma,,
159,Family history of leukemia/lymphoma,,
160,Family history of Alzheimer's disease,,
161,Family history of Parkinson's disease,,
162,Family history of Huntington's disease,,
163,Family history of Multiple Sclerosis,,
164,Family history of Amyotrophic Lateral Sclerosis (ALS),,
165,Family history of seizure disorder,,
166,Family history of depression/anxiety,,
167,Family history of bipolar disorder/schizophrenia,,
168,Family history of substance abuse,,
169,Family history of suicide,,
170,"Family history of autoimmune disease (e.g.  Lupus,  RA)",,
171,Family history of inflammatory bowel disease,,
172,Family history of celiac disease,,
173,Family history of kidney disease,,
174,Family history of asthma/allergies,,
175,Family history of osteoporosis,,
176,Family history of glaucoma,,
177,Family history of macular degeneration,,
178,Family history of cystic fibrosis,,
179,Family history of sickle cell anemia,,
180,Family history of hemophilia,,
181,Family history of muscular dystrophy,,
182,Family history of Down syndrome,,
183,Family history of congenital heart defects,,
184,Family history of sudden cardiac death,,
185,Family history of aneurysm,,
186,Family history of polycystic kidney disease,,
187,Patient is a current smoker,,
188,Patient is a former smoker,,
189,Patient never smoked,,
190,Smokeless tobacco use,,
191,Vaping/E-cigarette use,,
192,Drinks alcohol socially,,
193,Drinks alcohol daily,,
194,Heavy alcohol use,,
195,Abstains from alcohol,,
196,Illicit drug use,,
197,Current use of marijuana,,
198,Intravenous drug use,,
199,Cocaine use,,
200,Heroin/opioid use,,
201,Methamphetamine use,,
202,Marital status: Single,,
203,Marital status: Married,,
204,Marital status: Divorced,,
205,Marital status: Widowed,,
206,Lives alone,,
207,Lives with family/partner,,
208,Lives in assisted living facility,,
209,Occupation: Sedentary/Office work,,
210,Occupation: Manual labor,,
211,Occupation: Healthcare worker,,
212,Occupation: Retired,,
213,Occupation: Unemployed,,
214,"Exposure to occupational hazards (e.g., asbestos,  chemicals)", ,
215,Diet: Balanced/Healthy,,
216,Diet: High in processed foods,,
217,Diet: Vegetarian/Vegan,,
218,Diet: Low-salt,,
219,Diet: Diabetic,,
220,Exercise: Regularly active,,
221,Exercise: Moderately active,,
222,Exercise: Sedentary lifestyle,,
223,High stress level (Work/Personal),,
224,Sleeps well (7-9 hours/night),,
225,Poor sleep/Insomnia,,
226,Travel to endemic areas,,
227,Military service,,
228,Physical abuse,,
229,Sexual abuse,,
230,Patient is sexually active,,
231,Number of sexual partners,,
232,Practices safe sex,,
233,Homelessness,,
234,Financial instability,,
235,Lack of social support,,
236,"Caffeine intake (coffee, tea,  soda)",,
237,Adoption status (patient was adopted),,
238,Allergy to Penicillin,,
239,Allergy to Sulfa drugs,,
240,Allergy to Aspirin/NSAIDs,,
241,"Allergy to Opioids (e.g.,  Morphine,  Codeine)",,
242,Allergy to ACE inhibitors,,
243,Allergy to local anesthetics,,
244,Allergy to contrast dye,,
245,Allergy to Latex,,
246,Allergy to adhesive tape,,
247,Allergy to peanuts,,
248,Allergy to tree nuts,,
249,Allergy to shellfish,,
250,Allergy to milk,,
251,Allergy to eggs,,
252,Allergy to soy,,
253,Allergy to wheat,,
254,"Allergy to insect stings (bees,  wasps)",,
255,Allergy to pollen (seasonal allergies),,
256,Allergy to dust mites,,
257,Allergy to animal dander,,
258,Allergy to mold,,
259,No known drug allergies,,
260,"Takes antihypertensives (e.g.,  Lisinopril,  Amlodipine)",,
261,"Takes diuretics (e.g.,  Hydrochlorothiazide,  Furosemide)",,
262,"Takes statins (e.g.,  Atorvastatin,  Simvastatin)",,
263,"Takes antiplatelet agents (e.g.,  Aspirin,  Clopidogrel)",,
264,"Takes anticoagulants (e.g.,  Warfarin,  Apixaban)",,
265,"Takes oral hypoglycemics (e.g.,  Metformin,  Glipizide)",,
266,Takes insulin,,
267,"Takes thyroid hormone replacement (e.g.,  Levothyroxine)",,
268,"Takes inhaled corticosteroids (e.g. ,  Fluticasone)",,
269,"Takes bronchodilators (e.g.,  Albuterol,  Salmeterol)",,
270,"Takes antidepressants (SSRIs,  SNRIs)",,
271,"Takes anxiolytics (e.g., Benzodiazepines)",,
272,"Takes mood stabilizers (e.g. Lithium,  Valproate)", ,
273,Takes antipsychotics,,
274,Takes sleeping medication,,
275,Takes proton pump inhibitors (e.g.  Omeprazole),,
276,Takes H2 blockers (e.g.  Famotidine),,
277,Takes NSAIDs regularly,,
278,Takes opioid pain medication,,
279,Takes immunosuppressants,,
280,Takes chemotherapy,,
281,Takes hormone replacement therapy,,
282,Takes oral contraceptives,,
283,"Takes supplements (e.g., vitamins, minerals,  herbal)",, 
284,Takes bisphosphonates (for osteoporosis),,
285,Takes gout medication (e.g.  Allopurinol),,
286,Takes anti-seizure medication,,
287,Takes allergy medication (e.g.  antihistamines),,
288,Takes antibiotics (current or recent use),,
289,Patient is pregnant,,
290,Currently breastfeeding,,
291,Menarche (age of first period),,
292,Menopause (age of last period),,
293,Regular menstrual cycles,,
294,Irregular menstrual cycles,,
295,Abnormal Pap smears,,
296,Gravida (number of pregnancies),,
297,Para (number of live births),,
298,Miscarriage,,
299,Ectopic pregnancy,,
300,Preterm labor/birth,,
301,Gestational diabetes,,
302,Preeclampsia,,
303,Immunizations up to date,,
304,Received recent flu shot,,
305,Received COVID-19 vaccine,,
306,Received Pneumonia vaccine,,
307,Received Shingles vaccine,,
308,Blood transfusion,,
309,Adverse reaction to transfusion,,
310,Blood Type: O+,,
311,Blood Type: O-,,
312,Blood Type: A+,,
313,Blood Type: A-,,
314,Blood Type: B+,,
315,Blood Type: B-,,
316,Blood Type: AB+,,
317,Blood Type: AB-,,
318,Falls in the last year,,
319,"Uses assistive device (cane, walker)",,
320,Requires assistance with activities of daily living (ADLs),,
321,Recent hospitalization,,
322,Recent emergency room visit,,
323,Follows with specialist for [condition],,
324,MRSA infection,,
325,C. difficile infection,,
326,VRE infection,,
327,Radiation therapy,,
328,Glaucoma surgery,,
329,Dental implants,,
330,Wisdom teeth removal,,
331,Cosmetic surgery,,
332,Family history of bleeding disorder,,
333,Family history of clotting disorder,,
334,Family history of mental retardation,,
335,Family history of autism,,
336,Family history of addiction,,
337,Consanguinity in parents,,
338,Patient has a living will/advanced directive,,
339,Patient has a power of attorney for healthcare,,
340,Vertigo,,
341,Tinnitus,,
342,Carpal tunnel syndrome,,
343,Plantar fasciitis,,
344,Sciatica,,
345,Herniated disc,,
346,Stress fractures,,
347,Concussions,,
348,Traumatic brain injury,,
349,Spinal cord injury,,
350,Burns,,
351,Frostbite,,
352,Heat stroke,,
353,Near-drowning,,
354,Food poisoning,,
355,Animal bite,,
356,Lead exposure,,
357,Carbon monoxide exposure,,
358,Patient is a caregiver for a family member,,
359,GYN surgery,,
360,Vasectomy,,
361,Circumcision,,
362,Varicose vein surgery,,
363,Hemorrhoidectomy,,
364,LASIK,,
365,Family history of Marfan syndrome,,
366,Family history of Ehlers-Danlos syndrome,,
367,Family history of Neurofibromatosis,,
368,Family history of Tuberous Sclerosis,,
369,Pre-term birth,,
370,Low birth weight,,
371,Neonatal intensive care unit (NICU) stay,,
372,Developmental delays,,
373,Learning disability,,
374,ADHD,,
375,Conduct disorder,,
376,Oppositional defiant disorder,,
377,Separation anxiety,,
378,School phobia,,
379,Bullying,,
380,Academic problems,,
381,Legal problems,,
382,Incarceration,,
383,Religious/Spiritual beliefs affecting care,,
384,Patient practices meditation/mindfulness,,
385,Uses alternative/complementary medicine,,
386,Acupuncture,,
387,Chiropractic care,,
388,Home safety concerns (e.g.,,
389,Access to reliable transportation,,
390,Food security status,,
391,Housing stability,,
392,Literacy level,,
393,Primary language spoken,,
394,Cultural background affecting care,,
395,Patient expresses feelings of hopelessness,,
396,Patient expresses feelings of worthlessness,,
397,Patient has a plan for self-harm,,
398,Suicide attempts,,
399,Patient is compliant with medications,,
400,Patient has difficulty affording medications,,
401,Patient has side effects from medications,,
402,Blood clots in legs,,
403,Blood clots in lungs,,
404,Bleeding in stomach,,
405,Bleeding in brain,,
406,Family history of brain aneurysm,,
407,Family history of abdominal aortic aneurysm,,
408,Radiation exposure,,
409,Chemotherapy exposure,,
410,Steroid use,,
411,Growth hormone use,,
412,Fertility treatments,,
413,"Multiple gestations (twins,  triplets)",,
414,Postpartum depression,,
415,Postpartum psychosis,,
416,SIDS in a sibling,,
417,Congenital anomalies in a sibling,,
418,Genetic testing,,
419,"Patient carries a genetic mutation (e.g.,  BRCA)",,
420,Recurrent miscarriages,,
421,Stillbirth,,
422,Neonatal death,,
423,Tubal ligation,,
424,IUD use,,
425,Nexplanon/Implanon use,,
426,Depo-Provera use,,
427,Diaphragm/cervical cap use,,
428,Condom use,,
429,Withdrawal method use,,
430,Rhythm method use,,
431,Emergency contraception use,,
432,Abortion (spontaneous or induced),,
433,Sexual dysfunction,,
434,Decreased libido,,
435,Anorgasmia,,
436,Premature ejaculation,,
437,Delayed ejaculation,,
438,Erectile dysfunction,,
439,Peyronie's disease,,
440,Priapism,,
441,Testicular torsion,,
442,Epididymitis,,
443,Prostatitis,,
444,Orchitis,,
445,Hydrocele,,
446,Varicocele,,
447,Spermatocele,,
448,Undescended testicle,,
449,Hypospadias,,
450,Epispadias,,
451,Bladder exstrophy,,
452,Vesicoureteral reflux,,
453,Ureteropelvic junction obstruction,,
454,Posterior urethral valves,,
455,Nephroblastoma (Wilms' tumor),,
456,Neuroblastoma,,
457,Retinoblastoma,,
458,Osteosarcoma,,
459,Ewing's sarcoma,,
460,Rhabdomyosarcoma,,
461,Hodgkin's lymphoma,,
462,Non-Hodgkin's lymphoma,,
463,Acute lymphoblastic leukemia (ALL),,
464,Acute myeloid leukemia (AML),,
465,Brain tumors,,
466,Spinal cord tumors,,
467,Pituitary adenoma,,
468,Craniopharyngioma,,
469,Meningioma,,
470,Glioblastoma multiforme,,
471,Astrocytoma,,
472,Ependymoma,,
473,Medulloblastoma,,
474,Schwannoma,,
475,Neurofibroma,,
476,Hemangioblastoma,,
477,Pineal tumor,,
478,Chordoma,,
479,Teratoma,,
480,Germ cell tumor,,
481,Choriocarcinoma,,
482,Yolk sac tumor,,
483,Embryonal carcinoma,,
484,Seminoma,,
485,Dysgerminoma,,
486,Granulosa cell tumor,,
487,Sertoli-Leydig cell tumor,,
488,Brenner tumor,,
489,Krukenberg tumor,,
490,Meigs' syndrome,,
491,Pseudomyxoma peritonei,,
492,Carcinoid syndrome,,
493,MEN1,,
494,MEN2A,,
495,MEN2B,,
496,Von Hippel-Lindau disease,,
497,Li-Fraumeni syndrome,,
498,Familial adenomatous polyposis (FAP),,
499,Hereditary nonpolyposis colorectal cancer (HNPCC),,
500,Peutz-Jeghers syndrome,,
501,Gardner's syndrome,,
502,Turcot's syndrome,,
503,Juvenile polyposis syndrome,,
504,Cowden's syndrome,,
505,Bannayan-Riley-Ruvalcaba syndrome,,
506,Gorlin's syndrome,,
507,Bloom's syndrome,,
508,Fanconi anemia,,
509,Ataxia-telangiectasia,,
510,Xeroderma pigmentosum,,
511,Cockayne's syndrome,,
512,Werner's syndrome,,
513,Progeria,,
514,Down syndrome,,
515,Edwards' syndrome,,
516,Patau's syndrome,,
517,Turner's syndrome,,
518,Klinefelter's syndrome,,
519,Triple X syndrome,,
520,XYY syndrome,,
521,Fragile X syndrome,,
522,Prader-Willi syndrome,,
523,Angelman's syndrome,,
524,Williams' syndrome,,
525,Cri-du-chat syndrome,,
526,DiGeorge syndrome,,
527,Velocardiofacial syndrome,,
528,Fetal alcohol syndrome,,
529,Neonatal abstinence syndrome,,
530,Lead poisoning,,
531,Mercury poisoning,,
532,Arsenic poisoning,,
533,Cyanide poisoning,,
534,Organophosphate poisoning,,
535,Carbon monoxide poisoning,,
536,Phenylketonuria (PKU),,
537,Galactosemia,,
538,Maple Syrup Urine Disease,,
539,Homocystinuria,,
540,Urea Cycle Disorders,,
541,Fatty Acid Oxidation Disorders,,
542,Mitochondrial Disorders,,
543,Lysosomal Storage Diseases,,
544,Tay-Sachs Disease,,
545,Gaucher Disease,,
546,Fabry Disease,,
547,Pompe Disease,,
548,Mucopolysaccharidoses,,
549,Adrenoleukodystrophy,,
550,Lesch-Nyhan Syndrome,,
551,Rett Syndrome,,
552,Spinal Muscular Atrophy,,
553,Duchenne Muscular Dystrophy,,
554,Becker Muscular Dystrophy,,
555,Myotonic Dystrophy,,
556,Friedreich's Ataxia,,
557,Charcot-Marie-Tooth Disease,,
558,Huntington's Disease,,
559,Wilson's Disease,,
560,Hemochromatosis,,
561,Alpha-1 Antitrypsin Deficiency,,
562,Marfan Syndrome,,
563,Ehlers-Danlos Syndrome,,
564,Osteogenesis Imperfecta,,
565,Neurofibromatosis Type 1,,
566,Neurofibromatosis Type 2,,
567,Tuberous Sclerosis,,
568,Von Hippel-Lindau Disease,,
569,Polycystic Kidney Disease,,
570,Alport Syndrome,,
571,Bartter Syndrome,,
572,Gitelman Syndrome,,
573,Liddle Syndrome,,
574,Dent's Disease,,
575,Lowe Syndrome,,
576,Cystinuria,,
577,Hartnup Disease,,
578,Albinism,,
579,Vitiligo,,
580,Alopecia Areata,,
581,Pemphigus Vulgaris,,
582,Bullous Pemphigoid,,
583,Dermatitis Herpetiformis,,
584,Erythema Multiforme,,
585,Stevens-Johnson Syndrome,,
586,Toxic Epidermal Necrolysis,,
587,Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS),,
588,Acute Generalized Exanthematous Pustulosis (AGEP),,
589,Fixed Drug Eruption,,
590,Photodermatitis,,
591,Polymorphous Light Eruption,,
592,Solar Urticaria,,
593,Porphyria Cutanea Tarda,,
594,Acute Intermittent Porphyria,,
595,Variegate Porphyria,,
596,Erythropoietic Protoporphyria,,
597,Congenital Erythropoietic Porphyria,,
598,Amyloidosis,,
599,Sarcoidosis,,
600,Langerhans Cell Histiocytosis,,
601,Mastocytosis,,
602,Hemophagocytic Lymphohistiocytosis (HLH),,
603,Kawasaki Disease,,
604,Multisystem Inflammatory Syndrome in Children (MIS-C),,
605,Postural Orthostatic Tachycardia Syndrome (POTS),,
606,Vasovagal Syncope,,
607,Cardiomyopathy,,
608,Dilated Cardiomyopathy,,
609,Hypertrophic Cardiomyopathy,,
610,Restrictive Cardiomyopathy,,
611,Arrhythmogenic Right Ventricular Cardiomyopathy,,
612,Pericarditis,,
613,Myocarditis,,
614,Endocarditis,,
615,Congenital Heart Disease,,
616,Atrial Septal Defect (ASD),,
617,Ventricular Septal Defect (VSD),,
618,Patent Ductus Arteriosus (PDA),,
619,Tetralogy of Fallot,,
620,Transposition of the Great Arteries,,
621,Coarctation of the Aorta,,
622,Aortic Stenosis,,
623,Pulmonic Stenosis,,
624,Mitral Valve Prolapse,,
625,Aortic Aneurysm,,
626,Aortic Dissection,,
627,Varicose Veins,,
628,Lymphedema,,
629,Bronchiectasis,,
630,Cystic Fibrosis,,
631,Alpha-1 Antitrypsin Deficiency,,
632,Pulmonary Fibrosis,,
633,Sarcoidosis,,
634,Hypersensitivity Pneumonitis,,
635,Pneumoconiosis,,
636,Asbestosis,,
637,Silicosis,,
638,Coal Worker's Pneumoconiosis,,
639,Berylliosis,,
640,Pulmonary Hypertension,,
641,Cor Pulmonale,,
642,Acute Respiratory Distress Syndrome (ARDS),,
643,Pneumothorax,,
644,Hemothorax,,
645,Chylothorax,,
646,Pleural Effusion,,
647,Empyema,,
648,Lung Abscess,,
649,Mediastinitis,,
650,Tracheoesophageal Fistula,,
651,Esophageal Atresia,,
652,Pyloric Stenosis,,
653,Intussusception,,
654,Volvulus,,
655,Meckel's Diverticulum,,
656,Hirschsprung's Disease,,
657,Necrotizing Enterocolitis,,
658,Biliary Atresia,,
659,Omphalocele,,
660,Gastroschisis,,
661,Congenital Diaphragmatic Hernia,,
662,Cleft Lip and Palate,,
663,Craniosynostosis,,
664,Hydrocephalus,,
665,Spina Bifida,,
666,Anencephaly,,
667,Encephalocele,,
668,Holoprosencephaly,,
669,Dandy-Walker Malformation,,
670,Chiari Malformation,,
671,Cerebral Palsy,,
672,Mental Retardation,,
673,Autism Spectrum Disorder,,
674,Attention-Deficit/Hyperactivity Disorder (ADHD),,
675,Specific Learning Disorder,,
676,Tourette's Syndrome,,
677,Vision Impairment,,
678,Blindness,,
679,Color Blindness,,
680,Strabismus,,
681,Amblyopia,,
682,Nystagmus,,
683,Refractive Errors,,
684,Myopia,,
685,Hyperopia,,
686,Astigmatism,,
687,Presbyopia,,
688,Keratoconus,,
689,Corneal Dystrophy,,
690,Uveitis,,
691,Iritis,,
692,Retinitis Pigmentosa,,
693,Retinal Detachment,,
694,Optic Neuritis,,
695,Papilledema,,
696,Optic Atrophy,,
697,Orbital Cellulitis,,
698,Dacryocystitis,,
699,Blepharitis,,
700,Chalazion,,
701,Hordeolum,,
702,Pterygium,,
703,Pinguecula,,
704,Subconjunctival Hemorrhage,,
705,Foreign Body in Eye,,
706,Corneal Abrasion,,
707,Chemical Burn to Eye,,
708,Globe Rupture,,
709,Hyphema,,
710,Vitreous Hemorrhage,,
711,Central Retinal Artery Occlusion,,
712,Central Retinal Vein Occlusion,,
713,Branch Retinal Artery Occlusion,,
714,Branch Retinal Vein Occlusion,,
715,Ischemic Optic Neuropathy,,
716,Giant Cell Arteritis,,
717,Otitis Media,,
718,Otitis Externa,,
719,Mastoiditis,,
720,Cholesteatoma,,
721,Otosclerosis,,
722,Meniere's Disease,,
723,Benign Paroxysmal Positional Vertigo (BPPV),,
724,Vestibular Neuritis,,
725,Labyrinthitis,,
726,Acoustic Neuroma,,
727,Perforated Eardrum,,
728,Barotrauma,,
729,Foreign Body in Ear,,
730,Cerumen Impaction,,
731,Sinusitis,,
732,Nasal Polyps,,
733,Deviated Septum,,
734,Epistaxis,,
735,Foreign Body in Nose,,
736,Pharyngitis,,
737,Tonsillitis,,
738,Peritonsillar Abscess,,
739,Laryngitis,,
740,Epiglottitis,,
741,Croup,,
742,Vocal Cord Nodules,,
743,Vocal Cord Polyps,,
744,Vocal Cord Paralysis,,
745,Ludwig's Angina,,
746,Dental Caries,,
747,Periodontitis,,
748,Gingivitis,,
749,Dental Abscess,,
750,Temporomandibular Joint (TMJ) Disorder,,
751,Salivary Gland Stones,,
752,Sialadenitis,,
753,Parotitis,,
754,Oral Candidiasis (Thrush),,
755,Aphthous Ulcers (Canker Sores),,
756,Herpes Simplex Virus (HSV) Infection,,
757,Oral Leukoplakia,,
758,Oral Erythroplakia,,
759,Oral Cancer,,
760,Tongue Cancer,,
761,Lip Cancer,,
762,Pharyngeal Cancer,,
763,Laryngeal Cancer,,
764,Esophageal Cancer,,
765,Stomach Cancer,,
766,Small Intestine Cancer,,
767,Colorectal Cancer,,
768,Anal Cancer,,
769,Liver Cancer,,
770,Gallbladder Cancer,,
771,Bile Duct Cancer,,
772,Pancreatic Cancer,,
773,Kidney Cancer,,
774,Bladder Cancer,,
775,Prostate Cancer,,
776,Testicular Cancer,,
777,Penile Cancer,,
778,Cervical Cancer,,
779,Uterine Cancer,,
780,Ovarian Cancer,,
781,Vaginal Cancer,,
782,Vulvar Cancer,,
783,Breast Cancer,,
784,Thyroid Cancer,,
785,Adrenal Cancer,,
786,Pituitary Cancer,,
787,Brain Cancer,,
788,Spinal Cord Cancer,,
789,Bone Cancer,,
790,Soft Tissue Sarcoma,,
791,Kaposi's Sarcoma,,
792,Merkel Cell Carcinoma,,
793,Carcinoid Tumor,,
794,Neuroendocrine Tumor,,
795,Pheochromocytoma,,
796,Paraganglioma,,
797,Insulinoma,,
798,Glucagonoma,,
799,Somatostatinoma,,
800,VIPoma,,
801,Gastrinoma,,
802,Zollinger-Ellison Syndrome,,
803,Multiple Endocrine Neoplasia (MEN),,
804,MEN Type 1,,
805,MEN Type 2A,,
806,MEN Type 2B,,
807,von Hippel-Lindau Disease,,
808,Li-Fraumeni Syndrome,,
809,Familial Adenomatous Polyposis (FAP),,
810,Hereditary Nonpolyposis Colorectal Cancer (HNPCC),,
811,Peutz-Jeghers Syndrome,,
812,Gardner's Syndrome,,
813,Turcot's Syndrome,,
814,Juvenile Polyposis Syndrome,,
815,Cowden's Syndrome,,
816,Bannayan-Riley-Ruvalcaba Syndrome,,
817,Gorlin's Syndrome,,
818,Bloom's Syndrome,,
819,Fanconi Anemia,,
820,Ataxia-Telangiectasia,,
821,Xeroderma Pigmentosum,,
822,Cockayne's Syndrome,,
823,Werner's Syndrome,,
824,Progeria,,
825,Down Syndrome,,
826,Edwards' Syndrome,,
827,Patau's Syndrome,,
828,Turner's Syndrome,,
829,Klinefelter's Syndrome,,
830,Triple X Syndrome,,
831,XYY Syndrome,,
832,Fragile X Syndrome,,
833,Prader-Willi Syndrome,,
834,Angelman's Syndrome,,
835,Williams' Syndrome,,
836,Cri-du-chat Syndrome,,
837,DiGeorge Syndrome,,
838,Velocardiofacial Syndrome,,
839,Fetal Alcohol Syndrome,,
840,Neonatal Abstinence Syndrome,,
841,Lead Poisoning,,
842,Mercury Poisoning,,
843,Arsenic Poisoning,,
844,Cyanide Poisoning,,
845,Organophosphate Poisoning,,
846,Carbon Monoxide Poisoning,,
847,Phenylketonuria (PKU),,
848,Galactosemia,,
849,Maple Syrup Urine Disease,,
850,Homocystinuria,,
851,Urea Cycle Disorders,,
852,Fatty Acid Oxidation Disorders,,
853,Mitochondrial Disorders,,
854,Lysosomal Storage Diseases,,
855,Tay-Sachs Disease,,
856,Gaucher Disease,,
857,Fabry Disease,,
858,Pompe Disease,,
859,Mucopolysaccharidoses,,
860,Adrenoleukodystrophy,,
861,Lesch-Nyhan Syndrome,,
862,Rett Syndrome,,
863,Spinal Muscular Atrophy,,
864,Duchenne Muscular Dystrophy,,
865,Becker Muscular Dystrophy,,
866,Myotonic Dystrophy,,
867,Friedreich's Ataxia,,
868,Charcot-Marie-Tooth Disease,,
869,Huntington's Disease,,
870,Wilson's Disease,,
871,Hemochromatosis,,
872,Alpha-1 Antitrypsin Deficiency,,
873,Marfan Syndrome,,
874,Ehlers-Danlos Syndrome,,
875,Osteogenesis Imperfecta,,
876,Neurofibromatosis Type 1,,
877,Neurofibromatosis Type 2,,
878,Tuberous Sclerosis,,
879,Von Hippel-Lindau Disease,,
880,Polycystic Kidney Disease,,
881,Alport Syndrome,,
882,Bartter Syndrome,,
883,Gitelman Syndrome,,
884,Liddle Syndrome,,
885,Dent's Disease,,
886,Lowe Syndrome,,
887,Cystinuria,,
888,Hartnup Disease,,
889,Albinism,,
890,Vitiligo,,
891,Alopecia Areata,,
892,Pemphigus Vulgaris,,
893,Bullous Pemphigoid,,
894,Dermatitis Herpetiformis,,
895,Erythema Multiforme,,
896,Stevens-Johnson Syndrome,,
897,Toxic Epidermal Necrolysis,,
898,Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS),,
899,Acute Generalized Exanthematous Pustulosis (AGEP),,
900,Fixed Drug Eruption,,
901,Photodermatitis,,
902,Polymorphous Light Eruption,,
903,Solar Urticaria,,
904,Porphyria Cutanea Tarda,,
905,Acute Intermittent Porphyria,,
906,Variegate Porphyria,,
907,Erythropoietic Protoporphyria,,
908,Congenital Erythropoietic Porphyria,,
909,Amyloidosis,,
910,Sarcoidosis,,
911,Langerhans Cell Histiocytosis,,
912,Mastocytosis,,
913,Hemophagocytic Lymphohistiocytosis (HLH),,
914,Kawasaki Disease,,
915,Multisystem Inflammatory Syndrome in Children (MIS-C),,
916,Postural Orthostatic Tachycardia Syndrome (POTS),,
917,Vasovagal Syncope,,
