id,text,
170,Herniated Disc,
171,Spinal Stenosis,
172,Sciatica,
173,Rotator Cuff Tear,
174,Adhesive Capsulitis (Frozen Shoulder),
175,Carpal Tunnel Syndrome,
176,Tendonitis,
177,Bursitis,
178,Plantar Fasciitis,
179,Sprain,
180,Strain,
181,Fracture,
182,Major Depressive Disorder,
183,Generalized Anxiety Disorder,
184,Panic Disorder,
185,Social Anxiety Disorder,
186,Obsessive-Compulsive Disorder (OCD),
187,Post-Traumatic Stress Disorder (PTSD),
188,Bipolar Disorder,
189,Schizophrenia,
190,Attention-Deficit/Hyperactivity Disorder (ADHD),
191,Autism Spectrum Disorder,
192,Insomnia,
193,Anorexia Nervosa,
194,Bulimia Nervosa,
195,Binge Eating Disorder,
196,Alcohol Use Disorder,
197,Tobacco Use Disorder,
198,Opioid Use Disorder,
199,Somatic Symptom Disorder,
200,Migraine Headache,
201,Tension Headache,
202,Cluster Headache,
203,Seizure Disorder (Epilepsy),
204,Parkinson's Disease,
205,Alzheimer's Disease,
206,Vascular Dementia,
207,Lewy Body Dementia,
208,Multiple Sclerosis,
209,Amyotrophic Lateral Sclerosis (ALS),
210,Peripheral Neuropathy,
211,Diabetic Neuropathy,
212,Bell's Palsy,
213,Trigeminal Neuralgia,
214,Restless Legs Syndrome,
215,Essential Tremor,
216,Concussion,
217,Traumatic Brain Injury,
218,Brain Tumor,
219,Acne Vulgaris,
220,Rosacea,
221,Atopic Dermatitis (Eczema),
222,Contact Dermatitis,
223,Psoriasis,
224,Seborrheic Dermatitis,
225,Urticaria (Hives),
226,Angioedema,
227,Basal Cell Carcinoma,
228,Squamous Cell Carcinoma,
229,Melanoma,
230,Actinic Keratosis,
231,Warts,
232,Folliculitis,
233,Alopecia Areata,
234,Androgenetic Alopecia,
235,Onychomycosis (Fungal Nail Infection),
236,Iron Deficiency Anemia,
237,Anemia of Chronic Disease,
238,Sickle Cell Disease,
239,Thalassemia,
240,Leukemia (Acute and Chronic),
241,Lymphoma (Hodgkin and Non-Hodgkin),
242,Multiple Myeloma,
243,Thrombocytopenia,
244,Hemophilia,
245,Von Willebrand Disease,
246,Glaucoma,
247,Cataracts,
248,Age-Related Macular Degeneration,
249,Diabetic Retinopathy,
250,Dry Eye Syndrome,
251,Blepharitis,
252,"Refractive Errors (Myopia, Hyperopia)",
253,Tinnitus,
254,Meniere's Disease,
255,Benign Paroxysmal Positional Vertigo (BPPV),
256,Vestibular Neuritis,
257,Acoustic Neuroma,
258,Menopause,
259,Endometriosis,
260,Uterine Fibroids,
261,Ovarian Cysts,
262,Pelvic Inflammatory Disease (PID),
263,Cervical Dysplasia,
264,Vaginitis,
265,Breast Cancer,
266,Ovarian Cancer,
267,Uterine Cancer,
268,Cervical Cancer,
269,Infertility,
270,Pregnancy,
271,Gestational Diabetes,
272,Preeclampsia,
273,Ectopic Pregnancy,
274,Miscarriage,
275,Preterm Labor,
276,Failure to Thrive,
277,Developmental Delay,
278,Colic,
279,Neonatal Jaundice,
280,Croup,
281,Bronchiolitis,
282,"Hand, Foot,  and Mouth Disease", 
283,Fifth Disease,
284,Roseola,
285,Scarlet Fever,
286,Kawasaki Disease,
287,Febrile Seizures,
288,Cerebral Palsy,
289,Down Syndrome,
290,Cystic Fibrosis,
291,Muscular Dystrophy,
292,Spina Bifida,
293,Hydrocephalus,
294,Cleft Lip and Palate,
295,Congenital Heart Defects,
296,Juvenile Idiopathic Arthritis,
297,Lead Poisoning,
298,Allergic Reaction,
299,Anaphylaxis,
300,Drug Allergy,
301,Food Allergy,
302,Insect Sting Allergy,
303,Latex Allergy,
304,Dehydration,
305,Electrolyte Imbalance,
306,Malnutrition,
307,Scurvy,
308,Rickets,
309,Pellagra,
310,Beriberi,
311,Gouty Arthritis,
312,Septic Arthritis,
313,Osteomyelitis,
314,Compartment Syndrome,
315,Myasthenia Gravis,
316,Guillain-Barré Syndrome,
317,Charcot-Marie-Tooth Disease,
318,Huntington's Disease,
319,Tourette's Syndrome,
320,Wilson's Disease,
321,Hemochromatosis,
322,Porphyria,
323,Marfan Syndrome,
324,Ehlers-Danlos Syndrome,
325,Osteogenesis Imperfecta,
326,Neurofibromatosis,
327,Tuberous Sclerosis,
328,Von Hippel-Lindau Disease,
329,Turner Syndrome,
330,Klinefelter Syndrome,
331,Fragile X Syndrome,
332,Prader-Willi Syndrome,
333,Angelman Syndrome,
334,Guillain-Barré Syndrome,
335,Myasthenia Gravis,
336,Eaton-Lambert Syndrome,
337,Polymyositis,
338,Dermatomyositis,
339,Inclusion Body Myositis,
340,Rhabdomyolysis,
341,Vasculitis,
342,Polyarteritis Nodosa,
343,Behcet's Disease,
344,Takayasu's Arteritis,
345,Temporal Arteritis,
346,Wegener's Granulomatosis,
347,Microscopic Polyangiitis,
348,Henoch-Schonlein Purpura,
349,Cryoglobulinemia,
350,Amyloidosis,
351,Pheochromocytoma,
352,Carcinoid Syndrome,
353,Zollinger-Ellison Syndrome,
354,Multiple Endocrine Neoplasia (MEN),
355,Pituitary Adenoma,
356,Acromegaly,
357,Gigantism,
358,Diabetes Insipidus,
359,SIADH,
360,Hyperaldosteronism,
361,Congenital Adrenal Hyperplasia,
362,Adrenal Insufficiency,
363,Thyroiditis,
364,Thyroid Cancer,
365,Parathyroid Adenoma,
366,Paget's Disease of Bone,
367,Reactive Arthritis,
368,Enteropathic Arthritis,
369,Still's Disease,
370,Felty's Syndrome,
371,Scleritis,
372,Episcleritis,
373,Uveitis,
374,Iritis,
375,Keratitis,
376,Corneal Ulcer,
377,Retinal Detachment,
378,Optic Neuritis,
379,Ischemic Optic Neuropathy,
380,Cholesteatoma,
381,Labyrinthitis,
382,Perforated Eardrum,
383,Nasal Polyps,
384,Peritonsillar Abscess,
385,Epiglottitis,
386,Ludwig's Angina,
387,Dental Caries,
388,Periodontitis,
389,Dental Abscess,
390,Temporomandibular Joint (TMJ) Dysfunction,
391,Sialadenitis,
392,Parotitis,
393,Oral Cancer,
394,Achalasia,
395,Esophageal Varices,
396,Mallory-Weiss Tear,
397,Gastroparesis,
398,Intestinal Obstruction,
399,Volvulus,
400,Intussusception,
401,Ischemic Colitis,
402,Pseudomembranous Colitis,
403,Toxic Megacolon,
404,Anal Abscess,
405,Pilonidal Cyst,
406,Biliary Dyskinesia,
407,Primary Sclerosing Cholangitis,
408,Primary Biliary Cirrhosis,
409,Budd-Chiari Syndrome,
410,Portal Vein Thrombosis,
411,Hepatic Encephalopathy,
412,Ascites,
413,Spontaneous Bacterial Peritonitis,
414,Epididymitis,
415,Orchitis,
416,Testicular Torsion,
417,Hydrocele,
418,Varicocele,
419,Phimosis,
420,Paraphimosis,
421,Peyronie's Disease,
422,Urethritis,
423,Cystitis,
424,Interstitial Nephritis,
425,Renal Artery Stenosis,
426,Hydronephrosis,
427,Vesicoureteral Reflux,
428,Neurogenic Bladder,
429,Endometrial Hyperplasia,
430,Adenomyosis,
431,Dysfunctional Uterine Bleeding,
432,Amenorrhea,
433,Dysmenorrhea,
434,Premenstrual Syndrome (PMS),
435,Mastitis,
436,Fibrocystic Breast Disease,
437,Gynecomastia,
438,Placenta Previa,
439,Placental Abruption,
440,Postpartum Hemorrhage,
441,Postpartum Depression,
442,"Burn (First, Second,  Third Degree)", 
443,Frostbite,
444,Heat Stroke,
445,Hypothermia,
446,Carbon Monoxide Poisoning,
447,Drug Overdose,
448,Alcohol Intoxication,
449,Delirium Tremens,
450,Wernicke's Encephalopathy,
451,Korsakoff's Syndrome,
452,Delirium,
453,Mild Cognitive Impairment,
454,Personality Disorder,
455,Adjustment Disorder,
456,Schizoaffective Disorder,
457,Delusional Disorder,
458,Catatonia,
459,Narcolepsy,
460,Parasomnia,
461,Specific Phobia,
462,Agoraphobia,
463,Hoarding Disorder,
464,Trichotillomania,
465,Excoriation Disorder,
466,Oppositional Defiant Disorder,
467,Conduct Disorder,
468,Intermittent Explosive Disorder,
469,Pyromania,
470,Kleptomania,
471,Pathologic Gambling,
472,Factitious Disorder,
473,Conversion Disorder,
474,Dissociative Identity Disorder,
475,Depersonalization/Derealization Disorder,
476,Dissociative Amnesia,
477,Radiculopathy,
478,Myelopathy,
479,Cauda Equina Syndrome,
480,Syringomyelia,
481,Spinal Cord Injury,
482,Subdural Hematoma,
483,Epidural Hematoma,
484,Subarachnoid Hemorrhage,
485,Intracerebral Hemorrhage,
486,Cerebral Aneurysm,
487,Arteriovenous Malformation,
488,Normal Pressure Hydrocephalus,
489,Pseudotumor Cerebri,
490,Brain Abscess,
491,Encephalopathy,
492,Transverse Myelitis,
493,Acute Disseminated Encephalomyelitis,
494,Reye's Syndrome,
495,Febrile seizure,
496,Status Epilepticus,
497,Postherpetic Neuralgia,
498,Complex Regional Pain Syndrome,
499,Phantom Limb Pain,
500,Aseptic Meningitis,
501,Tuberculous Meningitis,
502,Fungal Meningitis,
503,Bacterial Meningitis,
504,Rabies,
505,Tetanus,
506,Botulism,
507,Diphtheria,
508,Pertussis (Whooping Cough),
509,Cholera,
510,Plague,
511,Anthrax,
512,Smallpox,
513,Rocky Mountain Spotted Fever,
514,Ehrlichiosis,
515,Anaplasmosis,
516,Babesiosis,
517,Leishmaniasis,
518,Chagas Disease,
519,Trypanosomiasis (Sleeping Sickness),
520,Filariasis,
521,Schistosomiasis,
522,Cysticercosis,
523,Echinococcosis,
524,Toxocariasis,
525,Ascariasis,
526,Hookworm,
527,Pinworm,
528,Tapeworm,
529,Strongyloidiasis,
530,Trichinosis,
531,West Nile Virus,
532,Zika Virus,
533,Chikungunya,
534,Yellow Fever,
535,Ebola Virus Disease,
536,Hantavirus Pulmonary Syndrome,
537,SARS (Severe Acute Respiratory Syndrome),
538,MERS (Middle East Respiratory Syndrome),
539,Avian Influenza,
540,Swine Influenza,
541,Parvovirus B19,
542,Cytomegalovirus (CMV),
543,Epstein-Barr Virus (EBV),
544,Human Herpesvirus 6 (HHV-6),
545,Kaposi's Sarcoma,
546,Aplastic Anemia,
547,Polycythemia Vera,
548,Essential Thrombocythemia,
549,Myelofibrosis,
550,Myelodysplastic Syndrome,
551,Acute Myeloid Leukemia (AML),
552,Acute Lymphoblastic Leukemia (ALL),
553,Chronic Myeloid Leukemia (CML),
554,Chronic Lymphocytic Leukemia (CLL),
555,Hodgkin's Lymphoma,
556,Non-Hodgkin's Lymphoma,
557,Waldenstrom's Macroglobulinemia,
558,Disseminated Intravascular Coagulation (DIC),
559,Thrombotic Thrombocytopenic Purpura (TTP),
560,Hemolytic Uremic Syndrome (HUS),
561,Idiopathic Thrombocytopenic Purpura (ITP),
562,Autoimmune Hemolytic Anemia,
563,Hereditary Spherocytosis,
564,Paroxysmal Nocturnal Hemoglobinuria,
565,Transfusion Reaction,
566,Graft-versus-Host Disease,
567,Primary Immunodeficiency,
568,Common Variable Immunodeficiency (CVID),
569,Severe Combined Immunodeficiency (SCID),
570,DiGeorge Syndrome,
571,Wiskott-Aldrich Syndrome,
572,Ataxia-Telangiectasia,
573,Chronic Granulomatous Disease,
574,Hyper-IgE Syndrome,
575,X-linked Agammaglobulinemia,
576,Selective IgA Deficiency,
577,Mastocytosis,
578,Langerhans Cell Histiocytosis,
579,Hemophagocytic Lymphohistiocytosis,
580,Ichthyosis Vulgaris,
581,Pemphigus Vulgaris,
582,Bullous Pemphigoid,
583,Dermatitis Herpetiformis,
584,Erythema Multiforme,
585,Stevens-Johnson Syndrome,
586,Toxic Epidermal Necrolysis,
587,Sweet's Syndrome,
588,Pyoderma Gangrenosum,
589,Necrobiosis Lipoidica Diabeticorum,
590,Granuloma Annulare,
591,Lichen Planus,
592,Lichen Sclerosus,
593,Morphea,
594,Vitiligo,
595,Acanthosis Nigricans,
596,Hidradenitis Suppurativa,
597,Lipoma,
598,Epidermoid Cyst,
599,Pilar Cyst,
600,Dermatofibroma,
601,Keratoacanthoma,
602,Dysplastic Nevus,
603,Congenital Nevus,
604,Blue Nevus,
605,Spitz Nevus,
606,Halo Nevus,
607,Becker's Nevus,
608,Nevus of Ota,
609,Nevus of Ito,
610,Cafe-au-lait Macule,
611,Port-Wine Stain,
612,Hemangioma,
613,Lymphangioma,
614,Glomus Tumor,
615,Pyogenic Granuloma,
616,Kaposi's Sarcoma,
617,Mycosis Fungoides,
618,Sezary Syndrome,
619,Dermatofibrosarcoma Protuberans,
620,Angiosarcoma,
621,Leiomyosarcoma,
622,Liposarcoma,
623,Fibrosarcoma,
624,Rhabdomyosarcoma,
625,Osteosarcoma,
626,Ewing's Sarcoma,
627,Chondrosarcoma,
628,Giant Cell Tumor of Bone,
629,Enchondroma,
630,Osteochondroma,
631,Bone Cyst,
632,Fibrous Dysplasia,
633,Avascular Necrosis,
634,Legg-Calve-Perthes Disease,
635,Osgood-Schlatter Disease,
636,Slipped Capital Femoral Epiphysis,
637,Developmental Dysplasia of the Hip,
638,Clubfoot,
639,Metatarsus Adductus,
640,Torticollis,
641,Scoliosis,
642,Kyphosis,
643,Lordosis,
644,Herniated Nucleus Pulposus,
645,Degenerative Disc Disease,
646,Spondylosis,
647,Spondylolisthesis,
648,Spondylolysis,
649,Ankylosing Spondylitis,
650,Diffuse Idiopathic Skeletal Hyperostosis,
651,Osteitis Pubis,
652,Sacroiliitis,
653,Coccydynia,
654,Whiplash Injury,
655,Cervical Radiculopathy,
656,Lumbar Radiculopathy,
657,Brachial Plexopathy,
658,Thoracic Outlet Syndrome,
659,Piriformis Syndrome,
660,Cubital Tunnel Syndrome,
661,Tarsal Tunnel Syndrome,
662,Morton's Neuroma,
663,Ganglion Cyst,
664,Dupuytren's Contracture,
665,Trigger Finger,
666,De Quervain's Tenosynovitis,
667,Lateral Epicondylitis (Tennis Elbow),
668,Medial Epicondylitis (Golfer's Elbow),
669,Biceps Tendonitis,
670,Patellofemoral Pain Syndrome,
671,Iliotibial Band Syndrome,
672,Meniscal Tear,
673,Anterior Cruciate Ligament (ACL) Tear,
674,Posterior Cruciate Ligament (PCL) Tear,
675,Medial Collateral Ligament (MCL) Sprain,
676,Lateral Collateral Ligament (LCL) Sprain,
677,Ankle Sprain,
678,Achilles Tendonitis,
679,Achilles Tendon Rupture,
680,Stress Fracture,
681,Pathologic Fracture,
682,Nonunion Fracture,
683,Malunion Fracture,
684,Growth Plate Fracture,
685,Open Fracture,
686,Closed Fracture,
687,Dislocation,
688,Subluxation,
689,Separation (AC Joint),
690,Temporomandibular Disorder,
691,Costochondritis,
692,Tietze's Syndrome,
693,Slipping Rib Syndrome,
694,Winged Scapula,
695,Snapping Scapula Syndrome,
696,Impingement Syndrome,
697,Adhesive Capsulitis,
698,Thoracic Outlet Syndrome,
699,Pes Planus (Flat Feet),
700,Pes Cavus (High Arches),
701,Hallux Valgus (Bunion),
702,Hammer Toe,
703,Claw Toe,
704,Mallet Toe,
705,Ingrown Toenail,
706,Subungual Hematoma,
707,Paronychia,
708,Felon,
709,Herpetic Whitlow,
710,Bite Wound,
711,Puncture Wound,
712,Laceration,
713,Abrasion,
714,Contusion,
715,Hematoma,
716,Seroma,
717,Foreign Body,
718,Keloid Scar,
719,Hypertrophic Scar,
720,Contracture,
721,Decubitus Ulcer,
722,Venous Stasis Ulcer,
723,Arterial Ulcer,
724,Diabetic Foot Ulcer,
725,Radiation Dermatitis,
726,Chemotherapy-Induced Rash,
727,Graft-versus-Host Disease,
728,Lichen Simplex Chronicus,
729,Prurigo Nodularis,
730,Xerosis (Dry Skin),
731,Hyperhidrosis,
732,Anhidrosis,
733,Miliaria,
734,Fox-Fordyce Disease,
735,Erythrasma,
736,Pitted Keratolysis,
737,Intertrigo,
738,Candidal Intertrigo,
739,Diaper Dermatitis,
740,Perioral Dermatitis,
741,Stasis Dermatitis,
742,Nummular Eczema,
743,Dyshidrotic Eczema,
744,Asteatotic Eczema,
745,Neurodermatitis,
746,Grover's Disease,
747,Pityriasis Rosea,
748,Pityriasis Rubra Pilaris,
749,Lichen Striatus,
750,Erythema Annulare Centrifugum,
751,Erythema Marginatum,
752,Erythema Migrans,
753,Erythema Nodosum,
754,Erythema Induratum,
755,Erythema Gyratum Repens,
756,Erythromelalgia,
757,Pernio (Chilblains),
758,Cold Panniculitis,
759,Livedo Reticularis,
760,Degos Disease,
761,Sneddon's Syndrome,
762,Cutis Marmorata Telangiectatica Congenita,
763,Poikiloderma of Civatte,
764,Melasma,
765,Freckles,
766,Lentigo,
767,Post-inflammatory Hyperpigmentation,
768,Idiopathic Guttate Hypomelanosis,
769,Pityriasis Alba,
770,Tinea Versicolor,
771,Oculocutaneous Albinism,
772,Piebaldism,
773,Waardenburg Syndrome,
774,Vogt-Koyanagi-Harada Syndrome,
775,Alezzandrini Syndrome,
776,Ziprkowski-Margolis Syndrome,
777,Cross-McKusick-Breen Syndrome,
778,Hermansky-Pudlak Syndrome,
779,Chediak-Higashi Syndrome,
780,Griscelli Syndrome,
781,Elejalde Syndrome,
782,Pachyonychia Congenita,
783,Dyskeratosis Congenita,
784,Rothmund-Thomson Syndrome,
785,Bloom Syndrome,
786,Cockayne Syndrome,
787,Werner Syndrome,
788,Progeria,
789,Cutis Laxa,
790,Pseudoxanthoma Elasticum,
791,Buschke-Ollendorff Syndrome,
792,Lipoid Proteinosis,
793,Farber's Disease,
794,Winchester Syndrome,
795,Multicentric Carpotarsal Osteolysis,
796,Torg-Winchester Syndrome,
797,Nodulosis-Arthropathy-Osteolysis Syndrome,
798,Pycnodysostosis,
799,Cleidocranial Dysplasia,
800,Achondroplasia,
801,Hypochondroplasia,
802,Pseudoachondroplasia,
803,Diastrophic Dysplasia,
804,Spondyloepiphyseal Dysplasia,
805,Kniest Dysplasia,
806,Metatropic Dysplasia,
807,Chondrodysplasia Punctata,
808,Campomelic Dysplasia,
809,Thanatophoric Dysplasia,
810,Achondrogenesis,
811,Osteopetrosis,
812,Osteopoikilosis,
813,Osteopathia Striata,
814,Melorheostosis,
815,Engelmann's Disease,
816,Caffey's Disease,
817,Cherubism,
818,Fibrous Dysplasia,
819,McCune-Albright Syndrome,
820,Maffucci's Syndrome,
821,Ollier's Disease,
822,Treacher Collins Syndrome,
823,Apert Syndrome,
824,Crouzon's Syndrome,
825,Pfeiffer's Syndrome,
826,Saethre-Chotzen Syndrome,
827,Muenke's Syndrome,
828,Jackson-Weiss Syndrome,
829,Beare-Stevenson Syndrome,
830,Antley-Bixler Syndrome,
831,Baller-Gerold Syndrome,
832,Carpenter's Syndrome,
833,Cohen's Syndrome,
834,Greig's Cephalopolysyndactyly,
835,Pfeiffer-type Craniosynostosis,
836,Rubinstein-Taybi Syndrome,
837,Smith-Lemli-Opitz Syndrome,
838,Zellweger's Syndrome,
839,Neonatal Adrenoleukodystrophy,
840,Infantile Refsum's Disease,
841,Rhizomelic Chondrodysplasia Punctata,
842,Peroxisomal Biogenesis Disorders,
843,Smith-Magenis Syndrome,
844,Miller-Dieker Syndrome,
845,Lissencephaly,
846,Walker-Warburg Syndrome,
847,Muscle-Eye-Brain Disease,
848,Fukuyama Congenital Muscular Dystrophy,
849,Congenital Muscular Dystrophy,
850,Emery-Dreifuss Muscular Dystrophy,
851,Limb-Girdle Muscular Dystrophy,
852,Facioscapulohumeral Muscular Dystrophy,
853,Oculopharyngeal Muscular Dystrophy,
854,Distal Muscular Dystrophy,
855,Congenital Myopathies,
856,Nemaline Myopathy,
857,Central Core Disease,
858,Multiminicore Disease,
859,Myotubular Myopathy,
860,Congenital Fiber Type Disproportion,
861,Myotonic Syndromes,
862,Paramyotonia Congenita,
863,Potassium-Aggravated Myotonia,
864,Myotonia Congenita,
865,Metabolic Myopathies,
866,Glycogen Storage Diseases,
867,Pompe's Disease,
868,Cori's Disease,
869,Andersen's Disease,
870,McArdle's Disease,
871,Tauri's Disease,
872,Hers' Disease,
873,Von Gierke's Disease,
874,Lipid Storage Myopathies,
875,Carnitine Palmitoyltransferase Deficiency,
876,Mitochondrial Myopathies,
877,Kearns-Sayre Syndrome,
878,MELAS,
879,MERRF,
880,Leber's Hereditary Optic Neuropathy,
881,Leigh's Syndrome,
882,NARP,
883,MNGIE,
884,Periodic Paralysis,
885,Hypokalemic Periodic Paralysis,
886,Hyperkalemic Periodic Paralysis,
887,Thyrotoxic Periodic Paralysis,
888,Andersen-Tawil Syndrome,
889,Malignant Hyperthermia,
890,Isaac's Syndrome,
891,Stiff-Person Syndrome,
892,Paraneoplastic Syndromes,
893,Limbic Encephalitis,
894,Cerebellar Degeneration,
895,Opsoclonus-Myoclonus Syndrome,
896,Retinopathy,
897,Dermatomyositis,
898,Polymyositis,
899,Inclusion Body Myositis,
900,Necrotizing Autoimmune Myopathy,
901,Antisynthetase Syndrome,
902,Immune-Mediated Necrotizing Myopathy,
903,STAT3-Hyper-IgE Syndrome,
904,Autoimmune Lymphoproliferative Syndrome,
905,IPEX Syndrome,
906,APECED,
907,Goodpasture's Syndrome,
908,Anti-GBM Disease,
909,IgA Nephropathy,
910,Membranous Nephropathy,
911,Minimal Change Disease,
912,Focal Segmental Glomerulosclerosis,
913,Membranoproliferative Glomerulonephritis,
914,Rapidly Progressive Glomerulonephritis,
915,Thrombotic Microangiopathies,
916,HUS,
917,TTP,
918,Catastrophic Antiphospholipid Syndrome,
919,Antiphospholipid Syndrome,
920,HELLP Syndrome,
921,Acute Fatty Liver of Pregnancy,
922,Intrahepatic Cholestasis of Pregnancy,
923,PUPPP,
924,Pemphigoid Gestationis,
925,Hyperemesis Gravidarum,
926,Amniotic Fluid Embolism,
927,Uterine Rupture,
928,Uterine Atony,
929,Retained Placenta,
930,Placenta Accreta,
931,Placenta Increta,
932,Placenta Percreta,
933,Vasa Previa,
934,Velamentous Cord Insertion,
935,Single Umbilical Artery,
936,Nuchal Cord,
937,Cord Prolapse,
938,Shoulder Dystocia,
939,Breech Presentation,
940,Transverse Lie,
941,Cephalopelvic Disproportion,
942,Failure to Progress,
943,Fetal Distress,
944,Oligohydramnios,
945,Polyhydramnios,
946,Rh Incompatibility,
947,ABO Incompatibility,
948,Neonatal Sepsis,
949,Neonatal Meningitis,
950,Neonatal Pneumonia,
951,Neonatal Conjunctivitis,
952,Transient Tachypnea of the Newborn,
953,Respiratory Distress Syndrome,
954,Meconium Aspiration Syndrome,
955,Persistent Pulmonary Hypertension of the Newborn,
956,Bronchopulmonary Dysplasia,
957,Retinopathy of Prematurity,
958,Necrotizing Enterocolitis,
959,Intraventricular Hemorrhage,
960,Periventricular Leukomalacia,
961,Hypoxic-Ischemic Encephalopathy,
962,Neonatal Seizures,
963,Neonatal Hypoglycemia,
964,Neonatal Hypocalcemia,
965,Neonatal Hypomagnesemia,
966,Neonatal Polycythemia,
967,Neonatal Anemia,
968,Hemorrhagic Disease of the Newborn,
969,Congenital Adrenal Hyperplasia,
970,Congenital Hypothyroidism,
971,Phenylketonuria,
972,Galactosemia,
973,Maple Syrup Urine Disease,
974,Homocystinuria,
975,Urea Cycle Defects,
976,Fatty Acid Oxidation Defects,
977,Organic Acidemias,
978,Biotinidase Deficiency,
979,Medium-Chain Acyl-CoA Dehydrogenase Deficiency,
980,Sudden Infant Death Syndrome (SIDS),
981,Apparent Life-Threatening Event (ALTE),
