id,text,,
126,Hair: Normal texture and distribution,,
127,Hair: Alopecia (hair loss),,
128,Hair: Hirsutism,,
129,Hair: Brittle hair,,
130,Head: Normocephalic,,
131,Head: Atraumatic,,
132,Head: Microcephalic,,
133,Head: Macrocephalic,,
134,Head: Fontanelle open/flat (infant),,
135,Head: Fontanelle bulging (infant),,
136,Head: Fontanelle sunken (infant),,
137,Head: Scalp lesions,,
138,Head: Tenderness to palpation,,
139,Head: Lice/nits present,,
140,"Eyes: Pupils Equal,  Round,  and Reactive to Light and Accommodation (PERRLA)",,
141,Eyes: Anisocoria (unequal pupils),,
142,Eyes: Pupils constricted (miosis),,
143,Eyes: Pupils dilated (mydriasis),,
144,Eyes: Sluggish pupillary response,,
145,Eyes: Afferent pupillary defect (APD),,
146,Eyes: Conjunctiva pink and moist,,
147,Eyes: Conjunctiva pale,,
148,Eyes: Conjunctival injection (redness),,
149,Eyes: Subconjunctival hemorrhage,,
150,Eyes: Sclera white and anicteric,,
151,Eyes: Sclera icteric (yellow),,
152,Eyes: Sclera blue,,
153,Eyes: Extraocular movements intact (EOMI),,
154,Eyes: Nystagmus present,,
155,Eyes: Strabismus (misalignment),,
156,Eyes: Lid lag,,
157,Eyes: Exophthalmos / Proptosis,,
158,Eyes: Ptosis,,
159,Eyes: Periorbital edema,,
160,Eyes: Xanthelasma,,
161,Eyes: Arcus senilis,,
162,Fundoscopic Exam: Red reflex present,,
163,Fundoscopic Exam: Red reflex absent,,
164,Fundoscopic Exam: Papilledema,,
165,Fundoscopic Exam: Optic disc cupping,,
166,Fundoscopic Exam: Arteriovenous (AV) nicking,,
167,Fundoscopic Exam: Copper wiring,,
168,Fundoscopic Exam: Silver wiring,,
169,Fundoscopic Exam: Cotton wool spots,,
170,Fundoscopic Exam: Retinal hemorrhages,,
171,Fundoscopic Exam: Drusen,,
172,Fundoscopic Exam: Roth spots,,
173,Fundoscopic Exam: Cherry-red spot,,
174,Ears: External ear normal,,
175,Ears: Ear canal clear,,
176,Ears: Tympanic membranes pearly gray,,
177,Ears: Tympanic membrane erythematous,,
178,Ears: Tympanic membrane bulging,,
179,Ears: Tympanic membrane perforated,,
180,Ears: Hemotympanum (blood behind eardrum),,
181,Ears: Otitis media with effusion,,
182,Ears: Otitis externa,,
183,Ears: Cerumen impaction,,
184,Ears: Hearing intact to whispered voice,,
185,Ears: Weber test midline,,
186,Ears: Rinne test: AC > BC,,
187,Ears: Battle's sign (bruising behind ear),,
188,Nose: Nares patent,,
189,"Nose: Nasal discharge (clear,  purulent, bloody)",,
190,Nose: Septal deviation,,
191,Nose: Septal perforation,,
192,Nose: Nasal polyps,,
193,Nose: Turbinates boggy and pale,,
194,Nose: Turbinates erythematous and swollen,,
195,Nose: Sinus tenderness,,
196,Throat/Mouth: Oropharynx clear and pink,,
197,Throat/Mouth: Pharyngeal erythema (redness),,
198,Throat/Mouth: Tonsillar exudates,,
199,Throat/Mouth: Tonsillar enlargement,,
200,Throat/Mouth: Uvula midline,,
201,Throat/Mouth: Uvula deviation,,
202,Throat/Mouth: Moist mucous membranes,,
203,Throat/Mouth: Dry mucous membranes,,
204,Throat/Mouth: Oral ulcers/aphthae,,
205,Throat/Mouth: Oral thrush/candidiasis,,
206,Throat/Mouth: Leukoplakia,,
207,Throat/Mouth: Poor dentition/caries,,
208,Throat/Mouth: Gingival hyperplasia,,
209,Throat/Mouth: High-arched palate,,
210,"Neck: Supple, full range of motion",,
211,Neck: Nuchal rigidity,,
212,Neck: Meningismus,,
213,Neck: Jugular venous distention (JVD),,
214,Neck: Hepatojugular reflux,,
215,Neck: Carotid pulses 2+ and equal,,
216,Neck: Carotid bruit present,,
217,Neck: Thyroid normal size and consistency,,
218,Neck: Thyromegaly (enlarged thyroid),,
219,Neck: Thyroid nodule palpated,,
220,Neck: Trachea midline,,
221,Neck: Tracheal deviation,,
222,Neck: Lymphadenopathy (cervical),,
223,Neck: Lymphadenopathy (supraclavicular),,
224,Chest/Lungs: Symmetric chest expansion,,
225,Chest/Lungs: Asymmetric chest expansion,,
226,Chest/Lungs: No tenderness to palpation,,
227,Chest/Lungs: Chest wall tenderness,,
228,Chest/Lungs: Tactile fremitus normal,,
229,Chest/Lungs: Tactile fremitus increased,,
230,Chest/Lungs: Tactile fremitus decreased,,
231,Chest/Lungs: Resonant to percussion,,
232,Chest/Lungs: Dullness to percussion,,
233,Chest/Lungs: Hyperresonance to percussion,,
234,Chest/Lungs: Clear to auscultation bilaterally,,
235,Chest/Lungs: Wheezes present,,
236,Chest/Lungs: Rales (crackles) present,,
237,Chest/Lungs: Rhonchi present,,
238,Chest/Lungs: Stridor present,,
239,Chest/Lungs: Pleural friction rub,,
240,Chest/Lungs: Diminished breath sounds,,
241,Chest/Lungs: Absent breath sounds,,
242,Chest/Lungs: Bronchial breath sounds,,
243,Chest/Lungs: Egophony present,,
244,Chest/Lungs: Whispered pectoriloquy,,
245,Chest/Lungs: Normal respiratory effort,,
246,Chest/Lungs: Accessory muscle use,,
247,Chest/Lungs: Intercostal retractions,,
248,Chest/Lungs: Pectus excavatum,,
249,Chest/Lungs: Pectus carinatum,,
250,Chest/Lungs: Barrel chest,,
251,Heart: Regular rate and rhythm (RRR),,
252,"Heart: No murmurs, rubs ,  or gallops (M/R/G)", ,
253,Heart: Normal S1 and S2,,
254,Heart: S1 or S2 diminished,,
255,Heart: S1 or S2 split,,
256,Heart: Murmur: Systolic,,
257,Heart: Murmur: Diastolic,,
258,Heart: Murmur: Crescendo-decrescendo,,
259,Heart: Murmur: Holosystolic,,
260,Heart: Murmur: Radiates to carotids,,
261,Heart: Murmur: Radiates to axilla,,
262,Heart: Gallop present (S3),,
263,Heart: Gallop present (S4),,
264,Heart: Rub present,,
265,Heart: Click present,,
266,Heart: Point of maximal impulse (PMI) non-displaced,,
267,Heart: PMI displaced laterally,,
268,Heart: Heaves or lifts present,,
269,Heart: Thrills present,,
270,Heart: Distant heart sounds,,
271,Abdomen: Flat,,
272,Abdomen: Scaphoid,,
273,Abdomen: Protuberant,,
274,Abdomen: Distended,,
275,Abdomen: Soft and non-tender,,
276,Abdomen: Tender to light palpation,,
277,Abdomen: Tender to deep palpation,,
278,Abdomen: Guarding (voluntary),,
279,Abdomen: Guarding (involuntary) / Rigidity,,
280,Abdomen: Rebound tenderness,,
281,Abdomen: Bowel sounds normoactive,,
282,Abdomen: Bowel sounds hyperactive,,
283,Abdomen: Bowel sounds hypoactive,,
284,Abdomen: Bowel sounds absent,,
285,Abdomen: Tympanic to percussion,,
286,Abdomen: Dullness in flanks,,
287,Abdomen: Shifting dullness,,
288,Abdomen: Fluid wave present,,
289,Abdomen: No organomegaly,,
290,Abdomen: Hepatomegaly,,
291,Abdomen: Splenomegaly,,
292,Abdomen: Abdominal mass palpated,,
293,Abdomen: Pulsatile abdominal mass,,
294,Abdomen: Abdominal bruit present,,
295,Abdomen: Caput medusae,,
296,Abdomen: Scars from prior surgery,,
297,"Abdomen: Hernia present (umbilical,  inguinal)",,
298,Abdomen: Murphy's sign positive,,
299,Abdomen: McBurney's point tenderness,,
300,Abdomen: Rovsing's sign positive,,
301,Abdomen: Psoas sign positive,,
302,Abdomen: Obturator sign positive,,
303,Abdomen: Carnett's sign positive,,
304,Abdomen: Costovertebral angle (CVA) tenderness,,
305,"Extremities: No cyanosis,  clubbing ,  or edema (CCE)",,
306,Extremities: Clubbing present,,
307,Extremities: Cyanosis present,,
308,"Extremities: Peripheral edema (pitting,  specify grade)",,
309,Extremities: Peripheral edema (non-pitting),,
310,Extremities: Varicose veins,,
311,Extremities: Stasis dermatitis,,
312,Extremities: Ulcers present,,
313,Extremities: Hair distribution normal,,
314,Extremities: Hair loss on lower legs,,
315,Extremities: Temperature cool to touch,,
316,Extremities: Tenderness in calf,,
317,Extremities: Homan's sign positive,,
318,Peripheral Pulses: Brachial 2+ and equal,,
319,Peripheral Pulses: Radial 2+ and equal,,
320,Peripheral Pulses: Femoral 2+ and equal,,
321,Peripheral Pulses: Popliteal 2+ and equal,,
322,Peripheral Pulses: Dorsalis pedis 2+ and equal,,
323,Peripheral Pulses: Posterior tibial 2+ and equal,,
324,Peripheral Pulses: Diminished (1+),,
325,Peripheral Pulses: Absent (0),,
326,Peripheral Pulses: Bruit present (femoral),,
327,Extremities: Normal capillary refill (<2 seconds),,
328,Extremities: Delayed capillary refill (>2 seconds),,
329,"Neurological: Alert and oriented x3 (person, place,  time)",,
330,"Neurological: Oriented x4 (person,  place, time,  situation)",,
331,Neurological: Glasgow Coma Scale (GCS) 15,,
332,Neurological: Speech is clear and fluent,,
333,Neurological: Dysarthria,,
334,"Neurological: Aphasia (expressive,  receptive)",,
335,Cranial Nerves: II-XII grossly intact,,
336,Cranial Nerves: Visual fields full to confrontation,,
337,Cranial Nerves: Facial sensation intact,,
338,Cranial Nerves: Facial movements symmetric,,
339,Cranial Nerves: Hearing intact,,
340,Cranial Nerves: Gag reflex present,,
341,Cranial Nerves: Tongue midline,,
342,Cranial Nerves: Shoulder shrug symmetric,,
343,Motor: Strength 5/5 throughout,,
344,Motor: Weakness present (specify location and grade),,
345,Motor: Hemiparesis,,
346,Motor: Paraparesis,,
347,Motor: Pronator drift present,,
348,Motor: Normal muscle tone,,
349,Motor: Spasticity,,
350,Motor: Rigidity,,
351,Motor: Flaccidity,,
352,Motor: Cogwheeling,,
353,Motor: Atrophy,,
354,Motor: Fasciculations,,
355,Sensation: Intact to light touch,,
356,Sensation: Intact to pinprick,,
357,Sensation: Intact to vibration,,
358,Sensation: Intact to proprioception,,
359,Sensation: Numbness/paresthesia present,,
360,Sensation: Stocking-glove distribution sensory loss,,
361,Reflexes: Deep tendon reflexes 2+ and symmetric,,
362,Reflexes: Hyperreflexia (3+ or 4+),,
363,Reflexes: Hyporeflexia (0 or 1+),,
364,Reflexes: Clonus present,,
365,Reflexes: Babinski sign positive (upgoing toe),,
366,Reflexes: Babinski sign negative (downgoing toe),,
367,Cerebellar: Normal gait,,
368,Cerebellar: Ataxic gait,,
369,Cerebellar: Shuffling gait,,
370,Cerebellar: Steppage gait,,
371,Cerebellar: Antalgic gait (limp),,
372,Cerebellar: Romberg's sign positive,,
373,Cerebellar: Romberg's sign negative,,
374,"Cerebellar: Tremor present (resting,  intention)",,
375,Cerebellar: Dysmetria (finger-to-nose abnormal),,
376,Cerebellar: Dysdiadochokinesia (impaired rapid alternating movements),,
377,Cerebellar: Heel-to-shin test normal,,
378,Musculoskeletal: No deformities or swelling,,
379,Musculoskeletal: Normal range of motion in all joints,,
380,Musculoskeletal: Limited range of motion (specify joint),,
381,Musculoskeletal: Joint swelling/effusion,,
382,Musculoskeletal: Joint erythema/warmth,,
383,Musculoskeletal: Joint tenderness to palpation,,
384,Musculoskeletal: Crepitus with movement,,
385,Spine: No tenderness over spine,,
386,Spine: Midline spinal tenderness,,
387,Spine: Paraspinal muscle tenderness,,
388,Spine: Scoliosis,,
389,Spine: Kyphosis,,
390,Spine: Lordosis,,
391,Spine: Straight leg raise positive,,
392,"Psychiatric: Cooperative,  appropriate mood and affect",,
393,Psychiatric: Anxious,,
394,Psychiatric: Depressed affect,,
395,Psychiatric: Flat affect,,
396,Psychiatric: Labile affect,,
397,Psychiatric: Agitated,,
398,Psychiatric: Pressured speech,,
399,Psychiatric: Flight of ideas,,
400,Psychiatric: Poor insight and judgment,,
401,Psychiatric: Auditory hallucinations reported,,
402,Psychiatric: Visual hallucinations reported,,
403,Psychiatric: Delusional thought content,,
404,Rectal: Normal external exam,,
405,Rectal: Hemorrhoids present,,
406,Rectal: Fissure present,,
407,Rectal: Normal sphincter tone,,
408,Rectal: Decreased sphincter tone,,
409,Rectal: Guaiac positive,,
410,Rectal: Guaiac negative,,
411,Rectal: Prostate normal size and consistency,,
412,Rectal: Prostate enlarged,,
413,Rectal: Prostate nodule,,
414,Rectal: Prostate boggy/tender,,
415,Pelvic/Genitourinary (Female): Normal external genitalia,,
416,Pelvic/Genitourinary (Female): Atrophic changes,,
417,Pelvic/Genitourinary (Female): Lesions or sores,,
418,Pelvic/Genitourinary (Female): Vaginal discharge,,
419,Pelvic/Genitourinary (Female): Cervix normal appearance,,
420,Pelvic/Genitourinary (Female): Cervical motion tenderness (CMT),,
421,"Pelvic/Genitourinary (Female): Uterus normal size,  anteverted",,
422,Pelvic/Genitourinary (Female): Uterus enlarged or irregular,,
423,Pelvic/Genitourinary (Female): Adnexal tenderness,,
424,Pelvic/Genitourinary (Female): Adnexal mass,,
425,Pelvic/Genitourinary (Male): Normal external genitalia,,
426,Pelvic/Genitourinary (Male): Uncircumcised,,
427,Pelvic/Genitourinary (Male): Testes descended bilaterally,,
428,Pelvic/Genitourinary (Male): Testicular mass,,
429,Pelvic/Genitourinary (Male): Testicular tenderness,,
430,Pelvic/Genitourinary (Male): Hydrocele,,
431,Pelvic/Genitourinary (Male): Varicocele,,
432,Pelvic/Genitourinary (Male): Penile discharge,,
433,Pelvic/Genitourinary (Male): Inguinal hernia,,
434,Weight Change: Stable,,
435,Weight Change: Recent gain,,
436,Weight Change: Recent loss,,
437,Growth Chart (Pediatric): Normal growth velocity,,
438,Growth Chart (Pediatric): Failure to thrive,,
439,Growth Chart (Pediatric): Crossing percentiles,,
440,Development (Pediatric): Milestones appropriate for age,,
441,Development (Pediatric): Developmental delay noted,,
442,Speech (Pediatric): Age-appropriate,,
443,Speech (Pediatric): Delayed,,
444,Speech (Pediatric): Stuttering,,
445,GCS Eye Response: 4 (spontaneous),,
446,GCS Eye Response: 3 (to speech),,
447,GCS Eye Response: 2 (to pain),,
448,GCS Eye Response: 1 (no response),,
449,GCS Verbal Response: 5 (oriented),,
450,GCS Verbal Response: 4 (confused),,
451,GCS Verbal Response: 3 (inappropriate words),,
452,GCS Verbal Response: 2 (incomprehensible sounds),,
453,GCS Verbal Response: 1 (no response),,
454,GCS Motor Response: 6 (obeys commands),,
455,GCS Motor Response: 5 (localizes pain),,
456,GCS Motor Response: 4 (withdraws from pain),,
457,GCS Motor Response: 3 (flexion to pain/decorticate),,
458,GCS Motor Response: 2 (extension to pain/decerebrate),,
459,GCS Motor Response: 1 (no response),,
460,Tanner Stage (Male): I,,
461,Tanner Stage (Male): II,,
462,Tanner Stage (Male): III,,
463,Tanner Stage (Male): IV,,
464,Tanner Stage (Male): V,,
465,Tanner Stage (Female): I (Breast/Pubic Hair),,
466,Tanner Stage (Female): II (Breast/Pubic Hair),,
467,Tanner Stage (Female): III (Breast/Pubic Hair),,
468,Tanner Stage (Female): IV (Breast/Pubic Hair),,
469,Tanner Stage (Female): V (Breast/Pubic Hair),,
470,Skin: Acne,,
471,Skin: Rosacea,,
472,Skin: Eczema,,
473,Skin: Psoriasis,,
474,Skin: Seborrheic dermatitis,,
475,Skin: Tinea infection (fungal),,
476,Skin: Impetigo,,
477,Skin: Cellulitis,,
478,Skin: Abscess,,
479,Skin: Laceration,,
480,Skin: Abrasion,,
481,Skin: Avulsion,,
482,Skin: Puncture wound,,
483,"Skin: Surgical incision clean, dry, intact",, 
484,Skin: Signs of wound infection,,
485,Skin: Decubitus ulcer (pressure sore),,
486,Thyroid: Goiter present,,
487,Thyroid: Bruit present,,
488,"Breasts: Symmetric,  no masses",,
489,Breasts: Mass palpated,,
490,Breasts: Nipple discharge,,
491,"Breasts: Skin changes (dimpling,  peau d'orange)",,
492,Breasts: Axillary lymphadenopathy,,
493,Allen's Test: Positive,,
494,Allen's Test: Negative,,
495,Tinel's Sign: Positive,,
496,Phalen's Maneuver: Positive,,
497,Finkelstein's Test: Positive,,
498,Lachman's Test: Positive,,
499,Anterior Drawer Test: Positive,,
500,McMurray's Test: Positive,,
501,Apley's Grind Test: Positive,,
502,Kernig's Sign: Positive,,
503,Brudzinski's Sign: Positive,,
504,Chvostek's Sign: Positive,,
505,Trousseau's Sign: Positive,,
506,Mental Status: Mini-Mental State Exam (MMSE) score noted,,
507,Mental Status: MoCA score noted,,
508,Gait: Tandem gait normal,,
509,Gait: Unable to walk on heels/toes,,
510,Pulse Oximetry on Room Air,,
511,Pulse Oximetry on Oxygen,,
512,Capnography: Normal end-tidal CO2,,
513,Peak Expiratory Flow Rate: Measured,,
514,Blood Glucose Level: Measured,,
515,Abdominal Aortic Aneurysm (AAA): screening negative,,
516,Abdominal Aortic Aneurysm (AAA): bruit heard,,
517,Calf: Swelling,,
518,Calf: Tenderness,,
519,Calf: Erythema,,
520,Foot: Ulceration,,
521,Foot: Gangrene,,
522,Foot: Bunion,,
523,Foot: Hammer toe,,
524,Foot: Flat feet (pes planus),,
525,Foot: High arches (pes cavus),,
526,Hand: Heberden's nodes,,
527,Hand: Bouchard's nodes,,
528,Hand: Swan neck deformity,,
529,Hand: Boutonniere deformity,,
530,Hand: Ulnar deviation,,
531,Hand: Dupuytren's contracture,,
532,Hand: Thenar atrophy,,
533,Ankle: Instability,,
534,Hip: Trendelenburg's sign positive,,
535,Shoulder: Impingement signs positive,,
536,Shoulder: Winged scapula,,
537,Odors: Fruity odor on breath (ketoacidosis),,
538,Odors: Uremic fetor,,
539,Odors: Fetor hepaticus,,
540,Odors: Alcohol on breath,,
541,IV Site: No signs of infiltration or phlebitis,,
542,IV Site: Infiltration noted,,
543,IV Site: Phlebitis noted,,
544,"Catheter/Drain: In place,  functioning",,
545,"Stoma: Pink, moist,  no signs of infection", ,
546,"Post-operative dressing: Clean,  dry,  and intact",,
547,"Casting/Splint: Intact,  good distal perfusion",,
548,Pain: Tender to palpation over a specific area,,
549,Pain: Radiating pain described,,
550,Pain: Pleuritic pain described,,
551,Hearing Aids: Worn by patient,,
552,Eyeglasses/Contacts: Worn by patient,,
553,Dentures: Worn by patient,,
554,Prosthesis: Worn by patient,,
555,General: Frail appearance,,
556,General: Robust appearance,,
557,General: Appears stated age,,
558,General: Appears older than stated age,,
559,General: Appears younger than stated age,,
560,Cognition: Intact attention and concentration,,
561,Cognition: Distractible,,
562,Cognition: Impaired recent memory,,
563,Cognition: Impaired long-term memory,,
564,Cognition: Impaired executive function,,
565,Voice: Normal,,
566,Voice: Hoarse,,
567,Voice: Dysphonic,,
568,Voice: Aphonic,,
569,Sputum: Clear/white,,
570,Sputum: Yellow/green,,
571,Sputum: Rusty/blood-tinged,,
572,Sputum: Frothy pink,,
573,"Vomit: Non-bilious, non-bloody",,
574,Vomit: Bilious,,
575,Vomit: Coffee-ground emesis,,
576,Vomit: Hematemesis (frank blood),,
577,"Stool: Brown, formed", ,
578,Stool: Diarrhea (watery),,
579,Stool: Clay-colored,,
580,"Stool: Melena (black,  tarry)",,
581,Stool: Hematochezia (bright red blood),,
582,Stool: Steatorrhea (fatty),,
583,"Urine: Clear, yellow",,
584,Urine: Cloudy,,
585,Urine: Hematuria (bloody),,
586,Urine: Dark/tea-colored,,
587,Urine: Foul-smelling,,
588,Skin: Livedo reticularis,,
589,Skin: Cherry hemangiomas,,
590,Skin: Dermatofibroma,,
591,Skin: Lipoma,,
592,Skin: Epidermal inclusion cyst,,
593,Skin: Actinic keratosis,,
594,Skin: Seborrheic keratosis,,
595,Skin: Basal cell carcinoma suspected,,
596,Skin: Squamous cell carcinoma suspected,,
597,Skin: Malignant melanoma suspected,,
598,Skin: Kaposi's sarcoma lesions,,
599,Chest: Gynecomastia,,
600,Chest: Supernumerary nipple,,
601,Abdomen: Sister Mary Joseph nodule,,
602,Abdomen: Venous hum,,
603,Genitalia: Phimosis,,
604,Genitalia: Paraphimosis,,
605,Genitalia: Hypospadias,,
606,Genitalia: Epispadias,,
607,Genitalia: Peyronie's disease,,
608,Genitalia: Balanitis,,
609,Genitalia: Vaginal atrophy,,
610,Genitalia: Cystocele,,
611,Genitalia: Rectocele,,
612,Genitalia: Uterine prolapse,,
613,Genitalia: Genital warts,,
614,Genitalia: Herpes simplex lesions,,
615,Genitalia: Chancre,,
616,Genitalia: Chancroid,,
617,Muscles: Cogwheel rigidity,,
618,Muscles: Lead-pipe rigidity,,
619,Joints: Gelling (stiffness after rest),,
620,Joints: Subluxation,,
621,Joints: Dislocation,,
622,Joints: Heberden's nodes,,
623,Joints: Bouchard's nodes,,
624,Joints: Tophi,,
625,Neurological: Hoffman's sign,,
626,Neurological: Lhermitte's sign,,
627,Neurological: Myoclonus,,
628,Neurological: Dystonia,,
629,Neurological: Chorea,,
630,Neurological: Athetosis,,
631,Neurological: Asterixis,,
632,Neurological: Glabellar reflex,,
633,Neurological: Palmomental reflex,,
634,Neurological: Snout reflex,,
635,Neurological: Grasp reflex,,
636,Posture: Stooped,,
637,Posture: Erect,,
638,Face: Masked facies,,
639,Face: Moon facies,,
6 EPFO,Face: Cushingoid features,,
641,Face: Acromegalic features,,
642,Face: Myxedematous facies,,
643,Face: Parotid swelling,,
644,Face: Temporal artery tenderness,,
645,Speech: Halting,,
646,Speech: Monotonous,,
647,Speech: Scanning,,
648,Peripheral Nerves: Thickened peripheral nerves,,
649,Temperature Sensation: Intact,,
650,Temperature Sensation: Decreased,,
651,Position Sense: Intact,,
652,Position Sense: Decreased,,
653,Stereognosis: Intact,,
654,Graphesthesia: Intact,,
655,Two-Point Discrimination: Intact,,
656,Extinction Phenomenon: Present,,
657,Abdominal Reflexes: Present,,
658,Abdominal Reflexes: Absent,,
659,Cremasteric Reflex: Present,,
660,Anal Wink Reflex: Present,,
661,Bulbocavernosus Reflex: Present,,
662,Blood Pressure: Korotkoff sounds clear,,
663,Blood Pressure: Auscultatory gap present,,
664,"Fetal Heart Tones: Heard,  rate normal",,
665,Fundal Height: Consistent with gestational age,,
666,Fetal Position: Cephalic,,
667,Fetal Position: Breech,,
668,Fetal Position: Transverse,,
669,Cervical Dilation (Obstetrics): Measured,,
670,Cervical Effacement (Obstetrics): Measured,,
671,Fetal Station (Obstetrics): Measured,,
672,Membranes: Intact,,
673,Membranes: Ruptured,,
674,Amniotic Fluid: Clear,,
675,Amniotic Fluid: Meconium-stained,,
676,Uterine Contractions: Palpated,,
677,Edema: Anasarca,,
678,Edema: Facial edema,,
679,Edema: Sacral edema,,
680,Edema: Ascites,,
681,Caput Succedaneum (Neonate): Present,,
682,Cephalohematoma (Neonate): Present,,
683,Molding (Neonate): Present,,
684,Milia (Neonate): Present,,
685,Erythema Toxicum (Neonate): Present,,
686,Mongolian Spots (Neonate): Present,,
687,Lanugo (Neonate): Present,,
688,Vernix Caseosa (Neonate): Present,,
689,Sucking Reflex (Neonate): Strong,,
690,Rooting Reflex (Neonate): Present,,
691,Moro Reflex (Neonate): Symmetric,,
692,Palmar Grasp Reflex (Neonate): Present,,
693,Plantar Grasp Reflex (Neonate): Present,,
694,Stepping Reflex (Neonate): Present,,
695,Tonic Neck Reflex (Neonate): Present,,
696,Hip Exam (Neonate): Barlow's sign negative,,
697,Hip Exam (Neonate): Ortolani's sign negative,,
698,Spine (Neonate): No sacral dimple or hair tuft,,
699,Anus (Neonate): Patent,,
700,Clavicles (Neonate): Intact,,
701,Pulses (Neonate): Brachial and femoral pulses equal,,
702,"Respirations (Neonate): No grunting,  flaring,  or retractions",,
703,Cry (Neonate): Strong,,
704,Cry (Neonate): Weak or high-pitched,,
705,Jaundice (Neonate): Physiologic,,
706,Jaundice (Neonate): Pathologic,,
707,Umbilical Cord: Three vessels present,,
708,Umbilical Cord: No signs of infection,,
709,Breast Exam: Fibrocystic changes,,
710,Breast Exam: Fibroadenoma,,
